feedback_id,customer_id,product_id,rating,feedback_text,feedback_date
62,62,62,4,Delivery was late,2026-05-05 07:35:08.366857
63,63,63,5,Delivery was late,2026-03-14 07:35:08.366893
64,64,64,2,Fantastic support and fast shipping,2026-03-27 07:35:08.366930
65,65,65,3,Very satisfied with the experience,2026-05-06 07:35:08.366968
66,66,66,1,"Average product, could be better",2026-06-01 07:35:08.367006
67,67,67,1,Delivery was late,2026-05-17 07:35:08.367042
68,68,68,2,Fantastic support and fast shipping,2026-03-26 07:35:08.367078
69,69,69,3,Very satisfied with the experience,2026-03-03 07:35:08.367118
70,70,70,5,Delivery was late,2026-05-17 07:35:08.367153
71,71,71,3,"Average product, could be better",2026-06-05 07:35:08.367189
72,72,72,1,Good value for money,2026-05-17 07:35:08.367225
73,73,73,3,Delivery was late,2026-07-02 07:35:08.367264
74,74,74,3,Fantastic support and fast shipping,2026-03-04 07:35:08.367300
75,75,75,3,Very satisfied with the experience,2026-02-15 07:35:08.367336
76,76,76,5,Fantastic support and fast shipping,2026-04-15 07:35:08.367375
77,77,77,3,Good value for money,2026-07-06 07:35:08.367416
78,78,78,5,Fantastic support and fast shipping,2026-07-26 07:35:08.367453
79,79,79,3,Great product and excellent quality,2026-06-24 07:35:08.367489
80,80,80,4,Good value for money,2026-03-19 07:35:08.367525
81,81,81,1,Very satisfied with the experience,2026-07-16 07:35:08.367563
82,82,82,3,Good value for money,2026-02-22 07:35:08.367601
83,83,83,5,Fantastic support and fast shipping,2026-06-06 07:35:08.367637
84,84,84,4,Good value for money,2026-07-14 07:35:08.367674
85,85,85,1,Fantastic support and fast shipping,2026-04-17 07:35:08.367713
86,86,86,3,Great product and excellent quality,2026-03-11 07:35:08.367750
87,87,87,3,Good value for money,2026-02-02 07:35:08.367789
88,88,88,5,Fantastic support and fast shipping,2026-06-06 07:35:08.367825
89,89,89,1,Fantastic support and fast shipping,2026-05-23 07:35:08.367863
90,90,90,3,"Average product, could be better",2026-07-20 07:35:08.367899
91,91,91,4,Great product and excellent quality,2026-04-12 07:35:08.367935
92,92,92,1,Very satisfied with the experience,2026-05-12 07:35:08.367970
93,93,93,1,Very satisfied with the experience,2026-05-30 07:35:08.368010
94,94,94,5,Great product and excellent quality,2026-03-23 07:35:08.368046
95,95,95,4,Fantastic support and fast shipping,2026-04-04 07:35:08.368083
96,96,96,5,Delivery was late,2026-07-13 07:35:08.368119
97,97,97,1,"Average product, could be better",2026-04-07 07:35:08.368157
98,98,98,1,Good value for money,2026-05-29 07:35:08.371019
99,99,99,3,Fantastic support and fast shipping,2026-07-15 07:35:08.371064
100,100,100,4,Delivery was late,2026-06-28 07:35:08.371109
101,101,101,4,Fantastic support and fast shipping,2026-03-23 07:35:08.371147
102,102,102,5,Great product and excellent quality,2026-03-15 07:35:08.371183
103,103,103,1,Very satisfied with the experience,2026-04-17 07:35:08.371222
104,104,104,5,Delivery was late,2026-04-10 07:35:08.371259
105,105,105,1,"Average product, could be better",2026-03-21 07:35:08.371296
106,106,106,1,Very satisfied with the experience,2026-04-21 07:35:08.371336
107,107,107,3,Great product and excellent quality,2026-04-02 07:35:08.371372
108,108,108,5,"Average product, could be better",2026-04-14 07:35:08.371409
109,109,109,5,Fantastic support and fast shipping,2026-03-06 07:35:08.371450
110,110,110,5,Great product and excellent quality,2026-03-14 07:35:08.371489
111,111,111,2,Delivery was late,2026-02-13 07:35:08.371528
112,112,112,2,Very satisfied with the experience,2026-06-27 07:35:08.371564
113,113,113,4,"Average product, could be better",2026-05-28 07:35:08.371600
114,114,114,4,Very satisfied with the experience,2026-05-06 07:35:08.371637
115,115,115,1,Delivery was late,2026-07-11 07:35:08.371675
116,116,116,1,Delivery was late,2026-07-12 07:35:08.371713
117,117,117,5,Very satisfied with the experience,2026-07-23 07:35:08.371751
118,118,118,1,Great product and excellent quality,2026-06-14 07:35:08.371790
119,119,119,2,Great product and excellent quality,2026-07-13 07:35:08.371825
120,120,120,3,Delivery was late,2026-06-21 07:35:08.371861
121,121,121,5,"Average product, could be better",2026-04-28 07:35:08.371900
122,122,122,5,Very satisfied with the experience,2026-07-13 07:35:08.371937
123,123,123,4,Good value for money,2026-03-25 07:35:08.371975
124,124,124,5,Good value for money,2026-05-22 07:35:08.372013
125,125,125,1,Great product and excellent quality,2026-07-11 07:35:08.372049
126,126,126,4,Delivery was late,2026-05-30 07:35:08.372085
127,127,127,3,Fantastic support and fast shipping,2026-05-04 07:35:08.372121
128,128,128,5,Very satisfied with the experience,2026-04-15 07:35:08.372157
129,129,129,1,Very satisfied with the experience,2026-07-08 07:35:08.372195
130,130,130,1,"Average product, could be better",2026-07-04 07:35:08.372234
131,131,131,4,Great product and excellent quality,2026-03-24 07:35:08.372271
132,132,132,4,"Average product, could be better",2026-03-25 07:35:08.372306
133,133,133,3,"Average product, could be better",2026-03-02 07:35:08.372345
134,134,134,1,Delivery was late,2026-03-01 07:35:08.372384
135,135,135,1,Fantastic support and fast shipping,2026-06-13 07:35:08.372421
136,136,136,5,Good value for money,2026-05-09 07:35:08.372457
137,137,137,2,Very satisfied with the experience,2026-05-29 07:35:08.372493
138,138,138,5,Great product and excellent quality,2026-02-08 07:35:08.372529
139,139,139,2,Very satisfied with the experience,2026-06-10 07:35:08.372565
140,140,140,1,Good value for money,2026-07-06 07:35:08.372601
141,141,141,3,Delivery was late,2026-02-16 07:35:08.372637
142,142,142,4,Very satisfied with the experience,2026-06-14 07:35:08.372676
143,143,143,5,"Average product, could be better",2026-03-27 07:35:08.372711
144,144,144,3,Delivery was late,2026-03-08 07:35:08.372749
145,145,145,1,Good value for money,2026-05-26 07:35:08.372790
146,146,146,1,Fantastic support and fast shipping,2026-04-03 07:35:08.372899
147,147,147,4,Good value for money,2026-02-26 07:35:08.372935
148,148,148,3,"Average product, could be better",2026-07-12 07:35:08.372972
149,149,149,4,"Average product, could be better",2026-07-08 07:35:08.373013
150,150,150,1,Delivery was late,2026-06-06 07:35:08.373050
151,151,151,2,Good value for money,2026-02-17 07:35:08.373086
152,152,152,3,Fantastic support and fast shipping,2026-07-01 07:35:08.373122
153,153,153,2,Very satisfied with the experience,2026-05-29 07:35:08.373158
154,154,154,5,Great product and excellent quality,2026-07-23 07:35:08.373196
155,155,155,2,Delivery was late,2026-03-06 07:35:08.373234
156,156,156,2,Fantastic support and fast shipping,2026-02-21 07:35:08.373270
157,157,157,5,Good value for money,2026-04-01 07:35:08.373310
158,158,158,3,Good value for money,2026-02-16 07:35:08.373345
159,159,159,2,Great product and excellent quality,2026-03-03 07:35:08.373381
160,160,160,5,Fantastic support and fast shipping,2026-06-09 07:35:08.373417
161,161,161,4,Great product and excellent quality,2026-05-11 07:35:08.373453
162,162,162,2,Good value for money,2026-05-08 07:35:08.373489
163,163,163,3,Good value for money,2026-06-18 07:35:08.373525
164,164,164,2,Very satisfied with the experience,2026-02-20 07:35:08.373560
165,165,165,1,Very satisfied with the experience,2026-07-30 07:35:08.373597
166,166,166,1,Great product and excellent quality,2026-03-19 07:35:08.373637
167,167,167,2,Fantastic support and fast shipping,2026-05-16 07:35:08.373673
168,168,168,4,Very satisfied with the experience,2026-02-16 07:35:08.373714
169,169,169,1,"Average product, could be better",2026-06-16 07:35:08.373777
170,170,170,2,Very satisfied with the experience,2026-02-05 07:35:08.373815
171,171,171,3,Great product and excellent quality,2026-04-07 07:35:08.373851
172,172,172,1,Great product and excellent quality,2026-05-24 07:35:08.373888
173,173,173,2,Great product and excellent quality,2026-07-09 07:35:08.373925
174,174,174,4,Very satisfied with the experience,2026-07-10 07:35:08.373961
175,175,175,4,Delivery was late,2026-05-16 07:35:08.373995
176,176,176,5,Delivery was late,2026-04-25 07:35:08.374030
177,177,177,4,Fantastic support and fast shipping,2026-03-06 07:35:08.374065
178,178,178,4,Fantastic support and fast shipping,2026-06-08 07:35:08.374103
179,179,179,4,Great product and excellent quality,2026-02-28 07:35:08.374140
180,180,180,3,Good value for money,2026-06-19 07:35:08.374175
181,181,181,5,Fantastic support and fast shipping,2026-06-05 07:35:08.374217
182,182,182,3,Delivery was late,2026-04-06 07:35:08.374252
183,183,183,1,Delivery was late,2026-02-08 07:35:08.374286
184,184,184,2,Good value for money,2026-02-18 07:35:08.374320
185,185,185,5,Great product and excellent quality,2026-06-14 07:35:08.374355
186,186,186,3,Delivery was late,2026-04-05 07:35:08.374388
187,187,187,2,Delivery was late,2026-03-23 07:35:08.374424
188,188,188,4,Delivery was late,2026-02-23 07:35:08.374459
189,189,189,1,Good value for money,2026-03-09 07:35:08.374493
190,190,190,1,"Average product, could be better",2026-03-07 07:35:08.374528
191,191,191,4,Great product and excellent quality,2026-05-25 07:35:08.374566
192,192,192,2,"Average product, could be better",2026-06-09 07:35:08.374601
193,193,193,5,Delivery was late,2026-02-08 07:35:08.374637
194,194,194,4,Very satisfied with the experience,2026-06-25 07:35:08.374743
195,195,195,3,Very satisfied with the experience,2026-03-05 07:35:08.374778
196,196,196,4,Good value for money,2026-05-24 07:35:08.374813
197,197,197,4,Good value for money,2026-04-06 07:35:08.374848
198,198,198,2,Fantastic support and fast shipping,2026-07-18 07:35:08.374882
199,199,199,5,Good value for money,2026-02-07 07:35:08.374916
200,200,200,3,Delivery was late,2026-05-16 07:35:08.374951
201,201,201,4,"Average product, could be better",2026-06-06 07:35:08.374987
202,202,202,2,Great product and excellent quality,2026-03-12 07:35:08.375026
203,203,203,1,Fantastic support and fast shipping,2026-05-31 07:35:08.375063
204,204,204,3,Very satisfied with the experience,2026-03-14 07:35:08.375098
205,205,205,5,Fantastic support and fast shipping,2026-04-16 07:35:08.375134
206,206,206,1,"Average product, could be better",2026-05-13 07:35:08.375169
207,207,207,2,Fantastic support and fast shipping,2026-07-01 07:35:08.375203
208,208,208,4,Delivery was late,2026-05-23 07:35:08.375238
209,209,209,1,Delivery was late,2026-03-07 07:35:08.375275
210,210,210,4,Fantastic support and fast shipping,2026-06-04 07:35:08.375309
211,211,211,4,Great product and excellent quality,2026-07-14 07:35:08.375344
212,212,212,3,Very satisfied with the experience,2026-03-02 07:35:08.375382
213,213,213,4,Great product and excellent quality,2026-05-14 07:35:08.375423
214,214,214,3,Very satisfied with the experience,2026-04-05 07:35:08.375461
215,215,215,4,Delivery was late,2026-02-02 07:35:08.375502
216,216,216,4,Good value for money,2026-04-03 07:35:08.375536
217,217,217,5,Fantastic support and fast shipping,2026-07-21 07:35:08.375574
218,218,218,1,Good value for money,2026-04-19 07:35:08.375609
219,219,219,3,Very satisfied with the experience,2026-02-06 07:35:08.375643
220,220,220,1,Great product and excellent quality,2026-04-04 07:35:08.375678
221,221,221,2,Very satisfied with the experience,2026-07-23 07:35:08.375712
222,222,222,5,Good value for money,2026-05-29 07:35:08.375745
223,223,223,2,Delivery was late,2026-07-25 07:35:08.375780
224,224,224,1,"Average product, could be better",2026-06-05 07:35:08.375814
225,225,225,3,Fantastic support and fast shipping,2026-03-08 07:35:08.375851
226,226,226,4,"Average product, could be better",2026-07-31 07:35:08.375886
227,227,227,3,"Average product, could be better",2026-07-13 07:35:08.375923
228,228,228,2,Delivery was late,2026-03-10 07:35:08.375958
229,229,229,1,Good value for money,2026-02-02 07:35:08.375994
230,230,230,1,Fantastic support and fast shipping,2026-06-01 07:35:08.376030
231,231,231,1,Fantastic support and fast shipping,2026-07-19 07:35:08.376065
232,232,232,2,Fantastic support and fast shipping,2026-06-20 07:35:08.376099
233,233,233,5,Great product and excellent quality,2026-07-08 07:35:08.376137
234,234,234,2,Delivery was late,2026-06-13 07:35:08.376176
235,235,235,1,Delivery was late,2026-04-13 07:35:08.376211
236,236,236,4,Very satisfied with the experience,2026-03-28 07:35:08.376246
237,237,237,2,Delivery was late,2026-05-24 07:35:08.376281
238,238,238,5,Very satisfied with the experience,2026-04-15 07:35:08.376315
239,239,239,4,Great product and excellent quality,2026-06-17 07:35:08.376352
240,240,240,1,Delivery was late,2026-07-09 07:35:08.376387
241,241,241,4,Great product and excellent quality,2026-06-23 07:35:08.376490
242,242,242,4,Fantastic support and fast shipping,2026-03-07 07:35:08.376525
243,243,243,4,Fantastic support and fast shipping,2026-05-24 07:35:08.376561
244,244,244,3,Very satisfied with the experience,2026-05-24 07:35:08.376596
245,245,245,1,Good value for money,2026-05-13 07:35:08.376630
246,246,246,2,Delivery was late,2026-05-22 07:35:08.376666
247,247,247,3,"Average product, could be better",2026-05-04 07:35:08.376703
248,248,248,3,Good value for money,2026-02-15 07:35:08.376738
249,249,249,3,Very satisfied with the experience,2026-04-05 07:35:08.376773
250,250,250,1,Fantastic support and fast shipping,2026-03-30 07:35:08.376807
251,251,251,3,Very satisfied with the experience,2026-02-07 07:35:08.376845
252,252,252,2,Delivery was late,2026-02-06 07:35:08.376880
253,253,253,2,"Average product, could be better",2026-02-07 07:35:08.376916
254,254,254,4,Delivery was late,2026-07-01 07:35:08.376950
255,255,255,3,Good value for money,2026-04-18 07:35:08.376985
256,256,256,1,Great product and excellent quality,2026-04-07 07:35:08.377019
257,257,257,1,Great product and excellent quality,2026-03-17 07:35:08.377058
258,258,258,1,Good value for money,2026-04-24 07:35:08.377094
259,259,259,2,Fantastic support and fast shipping,2026-05-05 07:35:08.377149
260,260,260,3,Great product and excellent quality,2026-02-15 07:35:08.377184
261,261,261,4,Great product and excellent quality,2026-04-09 07:35:08.377219
262,262,262,5,"Average product, could be better",2026-02-02 07:35:08.377255
263,263,263,4,Delivery was late,2026-05-17 07:35:08.377292
264,264,264,5,Great product and excellent quality,2026-07-12 07:35:08.377326
265,265,265,3,Fantastic support and fast shipping,2026-04-13 07:35:08.377362
266,266,266,3,Great product and excellent quality,2026-05-05 07:35:08.377397
267,267,267,1,Fantastic support and fast shipping,2026-06-21 07:35:08.377431
268,268,268,1,Very satisfied with the experience,2026-04-17 07:35:08.377466
269,269,269,5,Fantastic support and fast shipping,2026-07-07 07:35:08.377501
270,270,270,2,Fantastic support and fast shipping,2026-03-24 07:35:08.377538
271,271,271,1,Good value for money,2026-04-05 07:35:08.377572
272,272,272,5,Great product and excellent quality,2026-03-13 07:35:08.377610
273,273,273,5,Delivery was late,2026-02-23 07:35:08.377645
274,274,274,3,"Average product, could be better",2026-02-02 07:35:08.377679
275,275,275,2,Very satisfied with the experience,2026-04-05 07:35:08.377713
276,276,276,4,Good value for money,2026-07-30 07:35:08.377750
277,277,277,5,Fantastic support and fast shipping,2026-02-26 07:35:08.377786
278,278,278,4,Good value for money,2026-02-27 07:35:08.377820
279,279,279,2,Good value for money,2026-03-25 07:35:08.377855
280,280,280,1,"Average product, could be better",2026-07-25 07:35:08.377892
281,281,281,3,Fantastic support and fast shipping,2026-06-09 07:35:08.377928
282,282,282,3,Fantastic support and fast shipping,2026-02-04 07:35:08.377963
283,283,283,3,Good value for money,2026-03-03 07:35:08.377997
284,284,284,4,Great product and excellent quality,2026-05-21 07:35:08.378031
285,285,285,3,"Average product, could be better",2026-03-28 07:35:08.378068
286,286,286,1,Very satisfied with the experience,2026-05-03 07:35:08.378102
287,287,287,4,Delivery was late,2026-05-31 07:35:08.378137
288,288,288,3,Fantastic support and fast shipping,2026-07-25 07:35:08.378173
289,289,289,1,"Average product, could be better",2026-02-21 07:35:08.378279
290,290,290,3,Very satisfied with the experience,2026-07-22 07:35:08.378315
291,291,291,4,Very satisfied with the experience,2026-05-12 07:35:08.378349
292,292,292,3,Delivery was late,2026-02-26 07:35:08.378384
293,293,293,2,Fantastic support and fast shipping,2026-05-16 07:35:08.378421
294,294,294,5,"Average product, could be better",2026-07-10 07:35:08.378456
295,295,295,2,Great product and excellent quality,2026-02-10 07:35:08.378490
296,296,296,2,Delivery was late,2026-02-10 07:35:08.378524
297,297,297,5,"Average product, could be better",2026-04-29 07:35:08.378558
298,298,298,4,Very satisfied with the experience,2026-05-01 07:35:08.378593
299,299,299,1,Great product and excellent quality,2026-03-24 07:35:08.378627
300,300,300,2,Very satisfied with the experience,2026-03-03 07:35:08.378664
301,301,301,5,Good value for money,2026-06-26 07:35:08.378700
302,302,302,2,Fantastic support and fast shipping,2026-03-21 07:35:08.378735
303,303,303,4,Good value for money,2026-02-14 07:35:08.378769
304,304,304,1,"Average product, could be better",2026-03-25 07:35:08.378805
305,305,305,4,Good value for money,2026-05-08 07:35:08.378839
306,306,306,2,Good value for money,2026-02-20 07:35:08.378874
307,307,307,3,Great product and excellent quality,2026-07-10 07:35:08.378908
308,308,308,3,Good value for money,2026-04-06 07:35:08.378943
309,309,309,1,"Average product, could be better",2026-06-16 07:35:08.378983
310,310,310,4,Fantastic support and fast shipping,2026-03-20 07:35:08.379021
311,311,311,2,Very satisfied with the experience,2026-05-27 07:35:08.379057
312,312,312,5,Great product and excellent quality,2026-07-30 07:35:08.379124
313,313,313,3,"Average product, could be better",2026-02-25 07:35:08.379164
314,314,314,5,Delivery was late,2026-05-04 07:35:08.379203
315,315,315,1,"Average product, could be better",2026-06-20 07:35:08.379241
316,316,316,1,"Average product, could be better",2026-04-24 07:35:08.379276
317,317,317,3,"Average product, could be better",2026-06-12 07:35:08.379311
318,318,318,3,Very satisfied with the experience,2026-02-10 07:35:08.379346
319,319,319,4,Very satisfied with the experience,2026-03-06 07:35:08.379381
320,320,320,4,Delivery was late,2026-04-26 07:35:08.379416
321,321,321,2,Good value for money,2026-05-12 07:35:08.379450
322,322,322,3,Very satisfied with the experience,2026-05-02 07:35:08.379484
323,323,323,5,Good value for money,2026-05-01 07:35:08.379518
324,324,324,3,"Average product, could be better",2026-03-28 07:35:08.379555
325,325,325,3,"Average product, could be better",2026-04-22 07:35:08.379591
326,326,326,3,Delivery was late,2026-02-25 07:35:08.379625
327,327,327,3,Fantastic support and fast shipping,2026-04-29 07:35:08.379661
328,328,328,2,Good value for money,2026-06-23 07:35:08.379695
329,329,329,4,Great product and excellent quality,2026-07-06 07:35:08.379729
330,330,330,1,Delivery was late,2026-04-17 07:35:08.379764
331,331,331,4,"Average product, could be better",2026-04-08 07:35:08.379798
332,332,332,2,Great product and excellent quality,2026-05-05 07:35:08.379832
333,333,333,2,Very satisfied with the experience,2026-06-14 07:35:08.379867
334,334,334,5,Very satisfied with the experience,2026-07-10 07:35:08.379901
335,335,335,1,Great product and excellent quality,2026-02-12 07:35:08.379935
336,336,336,4,"Average product, could be better",2026-02-20 07:35:08.380045
337,337,337,3,Very satisfied with the experience,2026-04-29 07:35:08.380082
338,338,338,4,Very satisfied with the experience,2026-05-16 07:35:08.380118
339,339,339,4,Fantastic support and fast shipping,2026-04-26 07:35:08.380153
340,340,340,1,Good value for money,2026-06-15 07:35:08.380189
341,341,341,2,Great product and excellent quality,2026-07-05 07:35:08.380223
342,342,342,4,Delivery was late,2026-02-03 07:35:08.380257
343,343,343,2,Fantastic support and fast shipping,2026-04-24 07:35:08.380291
344,344,344,1,Fantastic support and fast shipping,2026-03-13 07:35:08.380326
345,345,345,2,Great product and excellent quality,2026-05-22 07:35:08.380360
346,346,346,4,Good value for money,2026-07-08 07:35:08.380394
347,347,347,4,Delivery was late,2026-06-12 07:35:08.380429
348,348,348,2,"Average product, could be better",2026-03-14 07:35:08.380474
349,349,349,5,Great product and excellent quality,2026-04-25 07:35:08.380512
350,350,350,4,Fantastic support and fast shipping,2026-03-12 07:35:08.380548
351,351,351,4,Great product and excellent quality,2026-06-12 07:35:08.380583
352,352,352,4,Good value for money,2026-07-11 07:35:08.380617
353,353,353,1,"Average product, could be better",2026-07-13 07:35:08.380657
354,354,354,2,Fantastic support and fast shipping,2026-03-11 07:35:08.380692
355,355,355,3,"Average product, could be better",2026-02-13 07:35:08.380727
356,356,356,5,Delivery was late,2026-05-31 07:35:08.380761
357,357,357,2,"Average product, could be better",2026-05-15 07:35:08.380797
358,358,358,1,Good value for money,2026-07-22 07:35:08.380831
359,359,359,1,Good value for money,2026-05-09 07:35:08.380867
360,360,360,1,Very satisfied with the experience,2026-06-03 07:35:08.380902
361,361,361,2,Fantastic support and fast shipping,2026-06-22 07:35:08.380942
362,362,362,4,Great product and excellent quality,2026-03-07 07:35:08.380976
363,363,363,5,Very satisfied with the experience,2026-06-11 07:35:08.381012
364,364,364,4,Very satisfied with the experience,2026-04-29 07:35:08.381046
365,365,365,3,Fantastic support and fast shipping,2026-06-22 07:35:08.381081
366,366,366,1,Very satisfied with the experience,2026-05-08 07:35:08.381115
367,367,367,5,"Average product, could be better",2026-07-20 07:35:08.381149
368,368,368,3,Great product and excellent quality,2026-02-15 07:35:08.381184
369,369,369,1,Great product and excellent quality,2026-05-29 07:35:08.381218
370,370,370,3,Great product and excellent quality,2026-04-23 07:35:08.381253
371,371,371,2,Fantastic support and fast shipping,2026-04-16 07:35:08.381287
372,372,372,2,Good value for money,2026-05-13 07:35:08.381324
373,373,373,2,Delivery was late,2026-07-24 07:35:08.381363
374,374,374,5,Great product and excellent quality,2026-02-24 07:35:08.381397
375,375,375,4,"Average product, could be better",2026-02-15 07:35:08.381431
376,376,376,2,Fantastic support and fast shipping,2026-06-09 07:35:08.381465
377,377,377,4,Delivery was late,2026-02-25 07:35:08.381499
378,378,378,1,Fantastic support and fast shipping,2026-03-11 07:35:08.381534
379,379,379,5,Delivery was late,2026-07-18 07:35:08.381567
380,380,380,4,Very satisfied with the experience,2026-05-10 07:35:08.381600
381,381,381,3,Very satisfied with the experience,2026-07-10 07:35:08.381634
382,382,382,2,Good value for money,2026-07-18 07:35:08.381669
383,383,383,4,Very satisfied with the experience,2026-03-26 07:35:08.381704
384,384,384,2,Great product and excellent quality,2026-03-13 07:35:08.381804
385,385,385,3,Delivery was late,2026-07-09 07:35:08.381841
386,386,386,3,Great product and excellent quality,2026-05-10 07:35:08.381874
387,387,387,2,"Average product, could be better",2026-02-03 07:35:08.381908
388,388,388,3,"Average product, could be better",2026-06-28 07:35:08.381941
389,389,389,1,Very satisfied with the experience,2026-06-08 07:35:08.381977
390,390,390,3,Great product and excellent quality,2026-05-16 07:35:08.382012
391,391,391,4,Very satisfied with the experience,2026-07-22 07:35:08.382046
392,392,392,3,Fantastic support and fast shipping,2026-03-11 07:35:08.382124
393,393,393,5,"Average product, could be better",2026-04-23 07:35:08.382164
394,394,394,3,"Average product, could be better",2026-06-17 07:35:08.382202
395,395,395,5,Fantastic support and fast shipping,2026-05-13 07:35:08.382241
396,396,396,5,Great product and excellent quality,2026-07-09 07:35:08.382276
397,397,397,2,Good value for money,2026-05-19 07:35:08.382315
398,398,398,5,Good value for money,2026-05-03 07:35:08.382350
399,399,399,1,Good value for money,2026-04-02 07:35:08.382386
400,400,400,5,Fantastic support and fast shipping,2026-07-11 07:35:08.382422
401,401,401,4,Delivery was late,2026-06-15 07:35:08.382462
402,402,402,5,Delivery was late,2026-03-06 07:35:08.382497
403,403,403,2,"Average product, could be better",2026-03-13 07:35:08.382530
404,404,404,2,Fantastic support and fast shipping,2026-06-17 07:35:08.382563
405,405,405,5,Great product and excellent quality,2026-07-04 07:35:08.382597
406,406,406,2,Fantastic support and fast shipping,2026-04-07 07:35:08.382633
407,407,407,1,Delivery was late,2026-03-04 07:35:08.382668
408,408,408,2,Great product and excellent quality,2026-04-12 07:35:08.382703
409,409,409,3,Very satisfied with the experience,2026-04-16 07:35:08.382739
410,410,410,2,Great product and excellent quality,2026-02-17 07:35:08.382773
411,411,411,4,Good value for money,2026-02-27 07:35:08.382807
412,412,412,1,Delivery was late,2026-03-05 07:35:08.382843
413,413,413,1,Fantastic support and fast shipping,2026-02-06 07:35:08.382878
414,414,414,4,Delivery was late,2026-05-02 07:35:08.382914
415,415,415,1,"Average product, could be better",2026-05-19 07:35:08.382947
416,416,416,5,Good value for money,2026-06-23 07:35:08.382983
417,417,417,4,Very satisfied with the experience,2026-04-24 07:35:08.383019
