product_id,product_name,category,price
174,Smartphone 174,Electronics,53.91
175,Speaker 175,Home,78.03
176,Tablet 176,Beauty,316.27
177,Smartwatch 177,Fashion,305.57
178,Camera 178,Electronics,466.71
179,Speaker 179,Beauty,254.66
180,Keyboard 180,Electronics,397.45
181,Camera 181,Books,61.91
182,Camera 182,Electronics,246.56
183,Smartphone 183,Books,363.78
184,Keyboard 184,Home,280.44
185,Printer 185,Sports,220.48
186,Smartwatch 186,Beauty,432.69
187,Mouse 187,Sports,51.53
188,Speaker 188,Home,248.47
189,Headphones 189,Home,409.46
190,Laptop 190,Fashion,120.17
191,Keyboard 191,Electronics,382.4
192,Smartphone 192,Home,112.84
193,Keyboard 193,Fashion,302.46
194,Smartwatch 194,Beauty,72.18
195,Speaker 195,Books,47.0
196,Printer 196,Beauty,335.43
197,Mouse 197,Books,396.27
198,Headphones 198,Beauty,157.91
199,Speaker 199,Beauty,54.69
200,Smartphone 200,Books,350.08
201,Smartphone 201,Sports,286.01
202,Mouse 202,Beauty,198.18
203,Laptop 203,Beauty,439.16
204,Mouse 204,Electronics,268.86
205,Laptop 205,Sports,43.09
206,Smartwatch 206,Electronics,161.85
207,Tablet 207,Electronics,463.07
208,Headphones 208,Books,476.98
209,Printer 209,Books,260.28
210,Laptop 210,Electronics,129.83
211,Smartwatch 211,Electronics,290.05
212,Smartphone 212,Sports,233.81
213,Headphones 213,Electronics,466.87
214,Printer 214,Electronics,486.55
215,Speaker 215,Electronics,300.03
216,Tablet 216,Electronics,472.34
217,Tablet 217,Books,161.07
218,Smartphone 218,Beauty,131.63
219,Smartphone 219,Books,59.93
220,Smartphone 220,Electronics,498.61
221,Speaker 221,Books,24.45
222,Printer 222,Books,442.56
223,Speaker 223,Beauty,185.96
224,Laptop 224,Books,269.42
225,Headphones 225,Home,125.91
226,Keyboard 226,Fashion,96.02
227,Camera 227,Beauty,96.96
228,Mouse 228,Electronics,174.91
229,Tablet 229,Beauty,298.59
230,Headphones 230,Sports,165.93
231,Camera 231,Books,15.58
232,Speaker 232,Books,442.07
233,Laptop 233,Fashion,137.95
234,Laptop 234,Books,471.8
235,Smartwatch 235,Fashion,126.4
236,Tablet 236,Electronics,22.61
237,Headphones 237,Fashion,443.89
238,Smartphone 238,Beauty,178.46
239,Printer 239,Fashion,48.69
240,Laptop 240,Books,48.4
241,Smartwatch 241,Sports,234.5
242,Smartphone 242,Sports,391.98
243,Speaker 243,Home,312.94
244,Smartwatch 244,Books,430.54
245,Tablet 245,Books,113.58
246,Headphones 246,Home,438.84
247,Smartphone 247,Beauty,24.98
248,Smartwatch 248,Electronics,199.42
249,Printer 249,Home,327.21
250,Mouse 250,Electronics,13.6
251,Smartwatch 251,Fashion,331.5
252,Smartwatch 252,Fashion,454.39
253,Keyboard 253,Fashion,424.26
254,Tablet 254,Beauty,437.0
255,Printer 255,Home,255.23
256,Camera 256,Beauty,98.37
257,Printer 257,Electronics,73.41
258,Keyboard 258,Home,18.78
259,Laptop 259,Fashion,474.75
260,Speaker 260,Electronics,121.92
261,Keyboard 261,Sports,33.81
262,Headphones 262,Home,350.64
263,Smartwatch 263,Electronics,394.53
264,Printer 264,Fashion,124.91
265,Printer 265,Fashion,139.42
266,Headphones 266,Beauty,327.13
267,Smartwatch 267,Books,348.05
268,Mouse 268,Beauty,224.7
269,Laptop 269,Beauty,435.48
270,Camera 270,Beauty,341.38
271,Printer 271,Fashion,128.04
272,Printer 272,Books,164.87
273,Keyboard 273,Sports,111.36
274,Printer 274,Electronics,57.74
275,Headphones 275,Beauty,373.83
276,Laptop 276,Beauty,420.36
277,Mouse 277,Books,462.94
278,Mouse 278,Beauty,383.56
279,Keyboard 279,Fashion,358.82
280,Camera 280,Sports,245.38
281,Tablet 281,Fashion,377.59
282,Mouse 282,Beauty,372.35
283,Speaker 283,Beauty,163.2
284,Smartwatch 284,Books,96.94
285,Laptop 285,Fashion,238.5
286,Keyboard 286,Home,478.92
287,Camera 287,Fashion,153.85
288,Laptop 288,Beauty,443.97
289,Printer 289,Electronics,155.25
290,Speaker 290,Electronics,110.73
291,Keyboard 291,Electronics,291.73
292,Mouse 292,Electronics,380.42
293,Speaker 293,Beauty,25.1
294,Laptop 294,Sports,438.64
295,Tablet 295,Books,453.76
296,Keyboard 296,Electronics,152.42
297,Tablet 297,Fashion,248.07
298,Camera 298,Home,394.97
299,Mouse 299,Electronics,422.48
300,Mouse 300,Home,454.09
301,Keyboard 301,Sports,54.37
302,Printer 302,Fashion,29.81
303,Laptop 303,Beauty,168.79
304,Keyboard 304,Fashion,194.4
305,Keyboard 305,Beauty,147.6
306,Printer 306,Home,299.49
307,Laptop 307,Home,136.55
308,Headphones 308,Home,416.88
309,Speaker 309,Home,63.2
310,Keyboard 310,Sports,378.67
311,Tablet 311,Books,396.88
312,Mouse 312,Sports,210.24
313,Speaker 313,Fashion,62.23
314,Speaker 314,Sports,394.06
315,Tablet 315,Books,393.72
316,Headphones 316,Books,463.67
317,Mouse 317,Electronics,473.4
318,Mouse 318,Home,340.27
319,Smartphone 319,Electronics,279.3
320,Keyboard 320,Electronics,256.55
321,Printer 321,Beauty,235.75
322,Smartwatch 322,Home,150.77
323,Tablet 323,Books,371.19
324,Printer 324,Sports,13.25
325,Speaker 325,Home,377.58
326,Keyboard 326,Books,164.67
327,Smartwatch 327,Books,479.68
328,Mouse 328,Beauty,122.0
329,Printer 329,Home,497.83
330,Printer 330,Beauty,57.19
331,Mouse 331,Sports,328.43
332,Headphones 332,Home,323.88
333,Smartwatch 333,Sports,325.88
334,Smartphone 334,Home,91.79
335,Speaker 335,Fashion,122.38
336,Printer 336,Sports,468.08
337,Keyboard 337,Beauty,323.37
338,Laptop 338,Sports,409.54
339,Laptop 339,Sports,193.09
340,Keyboard 340,Sports,405.71
341,Mouse 341,Books,143.35
342,Laptop 342,Home,54.2
343,Smartwatch 343,Books,44.98
344,Printer 344,Beauty,387.79
345,Tablet 345,Fashion,444.88
346,Laptop 346,Sports,393.9
347,Laptop 347,Fashion,325.84
348,Smartwatch 348,Electronics,247.8
349,Mouse 349,Sports,88.57
350,Mouse 350,Home,167.14
351,Camera 351,Electronics,57.17
352,Printer 352,Sports,315.75
353,Keyboard 353,Beauty,469.74
354,Smartphone 354,Beauty,123.2
355,Mouse 355,Fashion,340.5
356,Camera 356,Fashion,279.54
357,Camera 357,Books,229.27
358,Camera 358,Electronics,388.05
359,Camera 359,Sports,132.43
360,Mouse 360,Beauty,157.19
361,Speaker 361,Electronics,159.34
362,Mouse 362,Sports,257.32
363,Smartphone 363,Books,255.89
364,Tablet 364,Electronics,140.47
365,Smartwatch 365,Home,493.95
366,Tablet 366,Sports,464.1
367,Keyboard 367,Sports,377.67
368,Mouse 368,Fashion,36.01
369,Camera 369,Books,434.72
370,Headphones 370,Electronics,179.92
371,Headphones 371,Fashion,449.62
372,Mouse 372,Fashion,230.09
373,Speaker 373,Home,331.55
374,Smartwatch 374,Books,375.35
375,Mouse 375,Home,123.15
376,Printer 376,Home,90.26
377,Camera 377,Books,444.92
378,Keyboard 378,Electronics,231.29
379,Tablet 379,Fashion,225.38
380,Printer 380,Electronics,364.1
381,Printer 381,Electronics,132.54
382,Speaker 382,Sports,196.5
383,Smartwatch 383,Beauty,98.54
384,Tablet 384,Home,298.54
385,Laptop 385,Home,82.65
386,Smartwatch 386,Sports,333.85
387,Keyboard 387,Electronics,153.49
388,Printer 388,Beauty,347.44
389,Printer 389,Home,443.0
390,Camera 390,Fashion,284.6
391,Camera 391,Fashion,204.06
392,Keyboard 392,Fashion,236.61
393,Camera 393,Electronics,485.11
394,Laptop 394,Fashion,212.8
395,Smartphone 395,Books,257.94
396,Tablet 396,Beauty,27.91
397,Keyboard 397,Beauty,375.32
398,Smartwatch 398,Home,87.17
399,Mouse 399,Home,93.92
400,Smartphone 400,Books,202.04
401,Smartphone 401,Books,162.09
402,Printer 402,Books,24.83
403,Camera 403,Sports,328.23
404,Camera 404,Home,408.82
405,Smartphone 405,Sports,302.08
406,Printer 406,Beauty,333.48
407,Tablet 407,Home,343.94
408,Headphones 408,Fashion,40.58
409,Speaker 409,Books,196.97
410,Headphones 410,Electronics,45.16
411,Mouse 411,Home,232.65
412,Keyboard 412,Fashion,211.31
413,Keyboard 413,Fashion,237.82
414,Mouse 414,Electronics,452.76
415,Mouse 415,Fashion,40.09
416,Smartwatch 416,Fashion,74.94
417,Tablet 417,Books,98.6
418,Tablet 418,Sports,369.84
419,Speaker 419,Beauty,355.75
420,Smartphone 420,Sports,322.34
421,Mouse 421,Home,264.78
422,Tablet 422,Beauty,148.82
423,Mouse 423,Home,194.22
424,Camera 424,Fashion,89.36
425,Mouse 425,Books,97.44
426,Smartphone 426,Sports,366.5
427,Keyboard 427,Beauty,470.56
428,Camera 428,Beauty,158.39
429,Speaker 429,Beauty,103.59
430,Printer 430,Books,40.87
431,Keyboard 431,Home,373.12
432,Laptop 432,Home,320.0
433,Smartphone 433,Home,218.84
434,Smartwatch 434,Home,381.2
435,Headphones 435,Electronics,441.02
436,Keyboard 436,Books,211.9
437,Speaker 437,Electronics,283.28
438,Smartwatch 438,Electronics,104.92
439,Smartwatch 439,Fashion,312.24
440,Mouse 440,Sports,169.73
441,Tablet 441,Electronics,240.79
442,Camera 442,Fashion,109.08
443,Smartwatch 443,Sports,86.83
444,Laptop 444,Beauty,219.77
445,Keyboard 445,Electronics,218.59
446,Headphones 446,Fashion,154.94
447,Speaker 447,Home,397.03
448,Smartwatch 448,Beauty,473.59
449,Camera 449,Books,313.38
450,Mouse 450,Beauty,112.8
451,Printer 451,Beauty,270.63
452,Smartphone 452,Home,145.21
453,Smartwatch 453,Home,40.85
454,Printer 454,Fashion,287.95
455,Keyboard 455,Fashion,99.32
456,Camera 456,Home,110.53
457,Printer 457,Home,474.42
458,Mouse 458,Beauty,454.37
459,Printer 459,Fashion,55.32
460,Keyboard 460,Books,105.28
461,Camera 461,Fashion,488.99
462,Headphones 462,Home,158.58
463,Tablet 463,Home,417.82
464,Smartwatch 464,Fashion,478.45
465,Mouse 465,Beauty,187.26
466,Mouse 466,Electronics,81.61
467,Smartwatch 467,Fashion,269.51
468,Smartwatch 468,Beauty,352.0
469,Headphones 469,Electronics,116.76
470,Headphones 470,Electronics,244.96
471,Headphones 471,Beauty,79.76
472,Tablet 472,Electronics,26.07
473,Headphones 473,Beauty,182.25
474,Smartphone 474,Sports,383.99
475,Mouse 475,Home,225.44
476,Printer 476,Electronics,264.67
477,Mouse 477,Beauty,162.88
478,Smartphone 478,Books,224.65
479,Mouse 479,Books,70.15
480,Keyboard 480,Fashion,82.21
481,Laptop 481,Home,197.49
482,Printer 482,Sports,138.22
483,Printer 483,Electronics,26.1
484,Printer 484,Sports,428.63
485,Headphones 485,Fashion,180.95
486,Tablet 486,Home,327.56
487,Mouse 487,Sports,451.69
488,Tablet 488,Fashion,253.4
489,Mouse 489,Books,404.26
490,Smartphone 490,Beauty,413.63
491,Laptop 491,Beauty,354.63
492,Keyboard 492,Home,188.49
493,Smartwatch 493,Beauty,88.69
494,Laptop 494,Home,88.09
495,Mouse 495,Fashion,434.91
496,Keyboard 496,Beauty,416.2
497,Speaker 497,Home,80.7
498,Keyboard 498,Books,242.68
499,Laptop 499,Beauty,459.55
500,Smartwatch 500,Electronics,468.8
501,Speaker 501,Fashion,361.52
502,Printer 502,Beauty,23.4
503,Smartphone 503,Home,132.31
504,Tablet 504,Electronics,213.1
505,Tablet 505,Fashion,353.62
506,Keyboard 506,Books,388.95
507,Speaker 507,Home,304.04
508,Camera 508,Sports,345.29
509,Smartphone 509,Electronics,282.93
510,Smartwatch 510,Books,338.92
511,Smartphone 511,Fashion,358.03
512,Keyboard 512,Fashion,223.53
513,Laptop 513,Books,137.51
514,Smartphone 514,Fashion,55.85
515,Speaker 515,Electronics,130.62
516,Headphones 516,Electronics,49.72
517,Tablet 517,Electronics,402.76
518,Laptop 518,Home,89.84
519,Camera 519,Sports,107.94
520,Smartphone 520,Electronics,261.54
521,Smartwatch 521,Home,492.25
522,Speaker 522,Electronics,237.68
523,Speaker 523,Beauty,155.85
524,Smartphone 524,Books,271.84
525,Mouse 525,Sports,186.76
526,Printer 526,Beauty,81.13
527,Headphones 527,Beauty,354.27
528,Speaker 528,Books,371.17
529,Speaker 529,Sports,164.77
530,Headphones 530,Fashion,365.84
531,Speaker 531,Books,418.21
532,Mouse 532,Books,59.44
533,Headphones 533,Sports,25.67
534,Keyboard 534,Fashion,449.2
535,Smartphone 535,Home,456.38
536,Tablet 536,Books,485.12
537,Tablet 537,Home,379.07
538,Laptop 538,Beauty,405.06
539,Keyboard 539,Fashion,215.46
540,Keyboard 540,Sports,396.29
541,Keyboard 541,Sports,149.12
542,Speaker 542,Sports,64.12
543,Printer 543,Fashion,491.65
544,Camera 544,Books,58.01
545,Mouse 545,Sports,264.28
546,Printer 546,Home,484.34
547,Smartphone 547,Fashion,290.16
548,Laptop 548,Fashion,445.64
549,Mouse 549,Books,451.14
550,Smartphone 550,Sports,335.61
551,Mouse 551,Beauty,400.12
552,Printer 552,Sports,449.46
553,Speaker 553,Sports,32.04
554,Smartwatch 554,Home,99.51
555,Smartphone 555,Fashion,79.81
556,Smartphone 556,Fashion,39.71
557,Tablet 557,Sports,329.26
558,Keyboard 558,Books,481.06
559,Camera 559,Beauty,114.25
560,Speaker 560,Home,309.12
561,Printer 561,Sports,170.94
562,Speaker 562,Sports,49.76
563,Smartphone 563,Books,191.54
564,Tablet 564,Home,490.26
565,Headphones 565,Sports,104.95
566,Keyboard 566,Sports,133.93
567,Camera 567,Sports,381.92
568,Tablet 568,Beauty,217.67
569,Smartwatch 569,Home,62.84
570,Mouse 570,Electronics,51.91
571,Smartphone 571,Beauty,37.34
572,Printer 572,Books,441.17
573,Mouse 573,Home,453.14
574,Headphones 574,Fashion,296.42
575,Laptop 575,Home,258.48
576,Mouse 576,Sports,481.9
577,Mouse 577,Home,127.12
578,Headphones 578,Fashion,225.8
579,Headphones 579,Home,20.53
580,Camera 580,Beauty,93.97
581,Tablet 581,Electronics,383.91
582,Smartphone 582,Books,397.59
583,Printer 583,Books,141.48
584,Speaker 584,Sports,87.03
585,Speaker 585,Books,239.1
586,Smartphone 586,Fashion,422.88
587,Smartwatch 587,Fashion,375.15
588,Mouse 588,Beauty,15.83
589,Camera 589,Electronics,163.41
590,Laptop 590,Books,407.1
591,Headphones 591,Fashion,288.41
592,Smartphone 592,Home,61.11
593,Keyboard 593,Electronics,232.79
594,Speaker 594,Home,73.67
595,Smartwatch 595,Home,13.65
596,Smartwatch 596,Beauty,441.69
597,Printer 597,Books,456.31
598,Printer 598,Books,496.27
599,Laptop 599,Electronics,323.04
600,Printer 600,Books,236.06
601,Smartphone 601,Sports,373.31
602,Printer 602,Beauty,33.4
603,Tablet 603,Electronics,17.86
604,Camera 604,Sports,317.13
605,Laptop 605,Books,114.26
606,Smartphone 606,Beauty,272.73
607,Printer 607,Electronics,174.2
608,Tablet 608,Beauty,219.96
609,Mouse 609,Books,372.24
610,Tablet 610,Home,274.26
611,Smartphone 611,Home,35.53
612,Smartwatch 612,Home,363.62
613,Camera 613,Books,195.08
614,Keyboard 614,Beauty,96.09
615,Headphones 615,Home,12.05
616,Speaker 616,Sports,89.56
617,Tablet 617,Books,26.91
618,Laptop 618,Electronics,387.78
619,Mouse 619,Fashion,369.63
620,Laptop 620,Electronics,44.22
621,Keyboard 621,Electronics,230.82
622,Smartphone 622,Fashion,52.0
623,Mouse 623,Electronics,57.45
624,Tablet 624,Fashion,335.89
625,Tablet 625,Fashion,231.44
626,Printer 626,Home,307.31
627,Keyboard 627,Sports,394.58
628,Tablet 628,Home,379.09
629,Headphones 629,Sports,320.44
630,Keyboard 630,Books,406.14
631,Headphones 631,Fashion,477.49
632,Smartphone 632,Books,14.5
633,Mouse 633,Fashion,161.36
634,Headphones 634,Beauty,113.2
635,Camera 635,Books,342.17
636,Smartphone 636,Home,168.48
637,Tablet 637,Home,404.14
638,Smartphone 638,Fashion,487.34
639,Tablet 639,Books,249.43
640,Smartphone 640,Electronics,50.49
641,Speaker 641,Books,499.98
642,Keyboard 642,Sports,393.9
643,Camera 643,Electronics,29.18
644,Speaker 644,Beauty,10.04
645,Smartphone 645,Beauty,411.68
646,Smartphone 646,Sports,134.93
647,Tablet 647,Beauty,192.35
648,Keyboard 648,Books,42.32
649,Smartphone 649,Electronics,96.11
650,Headphones 650,Fashion,473.79
651,Headphones 651,Home,195.61
652,Printer 652,Sports,150.54
653,Smartphone 653,Beauty,127.62
654,Printer 654,Books,262.36
655,Mouse 655,Books,482.68
656,Tablet 656,Sports,426.88
657,Printer 657,Sports,425.69
658,Camera 658,Electronics,59.66
659,Printer 659,Books,193.41
660,Camera 660,Beauty,107.25
661,Smartphone 661,Books,249.64
662,Headphones 662,Fashion,255.0
663,Tablet 663,Sports,84.72
664,Tablet 664,Sports,318.16
665,Speaker 665,Books,267.24
666,Speaker 666,Home,166.72
667,Printer 667,Fashion,173.8
668,Tablet 668,Beauty,145.21
669,Smartphone 669,Sports,313.32
670,Camera 670,Books,318.63
671,Laptop 671,Sports,39.79
672,Mouse 672,Fashion,111.39
673,Smartwatch 673,Sports,68.36
674,Tablet 674,Sports,66.93
675,Laptop 675,Beauty,409.8
676,Mouse 676,Sports,111.02
677,Headphones 677,Books,55.91
678,Speaker 678,Beauty,307.83
679,Speaker 679,Books,20.15
680,Keyboard 680,Beauty,410.95
681,Keyboard 681,Electronics,20.39
682,Camera 682,Beauty,150.55
683,Smartphone 683,Fashion,462.43
684,Mouse 684,Fashion,180.71
685,Headphones 685,Books,228.88
686,Camera 686,Fashion,252.16
687,Keyboard 687,Sports,412.49
688,Laptop 688,Fashion,283.6
689,Tablet 689,Home,37.37
690,Mouse 690,Electronics,243.65
691,Headphones 691,Beauty,268.45
692,Mouse 692,Home,256.61
693,Headphones 693,Fashion,486.83
694,Printer 694,Books,163.46
695,Laptop 695,Home,148.28
696,Mouse 696,Books,32.38
697,Headphones 697,Beauty,340.6
698,Headphones 698,Home,344.36
699,Printer 699,Home,176.12
700,Smartphone 700,Electronics,79.89
701,Camera 701,Electronics,44.86
702,Speaker 702,Sports,459.4
703,Mouse 703,Beauty,37.96
704,Speaker 704,Books,337.88
705,Camera 705,Electronics,165.47
706,Camera 706,Sports,25.35
707,Smartphone 707,Home,43.94
708,Smartwatch 708,Home,107.32
709,Smartphone 709,Beauty,337.3
710,Smartwatch 710,Sports,363.92
711,Keyboard 711,Home,304.46
712,Printer 712,Beauty,499.53
713,Keyboard 713,Books,196.97
714,Printer 714,Beauty,378.35
715,Smartphone 715,Home,429.61
716,Smartwatch 716,Books,339.92
717,Mouse 717,Books,128.5
718,Camera 718,Sports,87.64
719,Tablet 719,Electronics,55.7
720,Printer 720,Beauty,319.44
721,Headphones 721,Beauty,21.34
722,Speaker 722,Electronics,250.61
723,Headphones 723,Fashion,14.97
724,Keyboard 724,Beauty,134.71
725,Camera 725,Home,117.68
726,Keyboard 726,Books,461.95
727,Speaker 727,Books,217.63
728,Printer 728,Home,445.83
729,Camera 729,Home,45.59
730,Keyboard 730,Electronics,198.94
731,Camera 731,Home,106.59
732,Smartwatch 732,Electronics,325.4
733,Smartphone 733,Books,364.39
734,Printer 734,Beauty,483.9
735,Tablet 735,Home,53.13
736,Smartwatch 736,Beauty,93.47
737,Mouse 737,Books,334.02
738,Smartphone 738,Electronics,486.16
739,Smartwatch 739,Beauty,232.47
740,Smartphone 740,Fashion,217.32
741,Smartwatch 741,Electronics,243.36
742,Laptop 742,Books,143.57
743,Keyboard 743,Books,63.5
744,Tablet 744,Sports,352.76
745,Laptop 745,Electronics,100.69
746,Laptop 746,Beauty,242.55
747,Printer 747,Electronics,32.14
748,Printer 748,Books,370.06
749,Smartphone 749,Fashion,346.03
750,Tablet 750,Beauty,53.74
751,Mouse 751,Books,473.18
752,Smartwatch 752,Electronics,485.04
753,Smartphone 753,Fashion,17.64
754,Smartwatch 754,Home,181.61
755,Smartwatch 755,Home,25.75
756,Camera 756,Sports,78.2
757,Speaker 757,Books,57.06
758,Keyboard 758,Electronics,479.17
759,Laptop 759,Books,71.71
760,Mouse 760,Books,348.39
761,Headphones 761,Home,448.58
762,Keyboard 762,Electronics,131.13
763,Mouse 763,Beauty,225.17
764,Printer 764,Books,152.12
765,Smartwatch 765,Books,68.86
766,Laptop 766,Home,185.3
767,Printer 767,Beauty,430.75
768,Headphones 768,Beauty,168.8
769,Camera 769,Home,490.85
770,Printer 770,Fashion,307.2
771,Smartwatch 771,Home,108.58
772,Speaker 772,Sports,277.82
773,Smartphone 773,Books,219.48
774,Laptop 774,Home,412.45
775,Speaker 775,Sports,37.76
776,Tablet 776,Sports,410.21
777,Smartphone 777,Books,303.09
778,Speaker 778,Books,158.67
779,Laptop 779,Books,385.18
780,Laptop 780,Home,123.7
781,Smartwatch 781,Electronics,163.92
782,Printer 782,Beauty,370.26
783,Keyboard 783,Sports,61.15
784,Smartphone 784,Fashion,365.21
785,Mouse 785,Books,157.2
786,Speaker 786,Sports,35.61
787,Speaker 787,Beauty,465.0
788,Headphones 788,Books,238.99
789,Camera 789,Fashion,333.02
790,Camera 790,Books,322.49
791,Printer 791,Home,121.44
792,Laptop 792,Sports,361.51
793,Keyboard 793,Books,65.46
794,Camera 794,Sports,396.2
795,Smartphone 795,Sports,113.63
796,Speaker 796,Beauty,48.44
797,Mouse 797,Books,333.01
798,Tablet 798,Books,369.07
799,Mouse 799,Home,463.6
800,Speaker 800,Books,257.46
801,Smartphone 801,Home,436.03
802,Smartwatch 802,Electronics,175.04
803,Smartwatch 803,Books,353.06
804,Camera 804,Books,96.59
805,Smartwatch 805,Fashion,198.19
806,Smartphone 806,Fashion,144.19
