order_id,customer_id,product_id,payment_id,order_date,quantity,total_amount
46,46,46,46,2026-01-04 07:35:08.366178,4,789.45
47,47,47,47,2026-01-24 07:35:08.366215,4,624.48
48,48,48,48,2026-05-31 07:35:08.366250,5,399.57
49,49,49,49,2025-08-03 07:35:08.366289,5,155.16
50,50,50,50,2026-04-28 07:35:08.366325,1,582.58
51,51,51,51,2026-06-01 07:35:08.366437,5,814.92
52,52,52,52,2026-07-01 07:35:08.366473,5,1294.44
53,53,53,53,2025-08-13 07:35:08.366510,5,560.96
54,54,54,54,2025-10-03 07:35:08.366548,2,248.76
55,55,55,55,2026-03-06 07:35:08.366586,4,91.3
56,56,56,56,2026-03-25 07:35:08.366623,1,303.04
57,57,57,57,2025-12-17 07:35:08.366661,3,383.92
58,58,58,58,2026-01-02 07:35:08.366697,4,334.64
59,59,59,59,2025-08-29 07:35:08.366733,5,970.78
60,60,60,60,2025-08-08 07:35:08.366773,4,140.86
61,61,61,61,2025-09-03 07:35:08.366812,2,111.34
62,62,62,62,2025-11-13 07:35:08.366848,2,280.12
63,63,63,63,2025-10-29 07:35:08.366884,4,588.32
64,64,64,64,2025-12-01 07:35:08.366920,4,395.32
65,65,65,65,2026-01-03 07:35:08.366958,2,58.86
66,66,66,66,2025-11-24 07:35:08.366997,5,431.08
67,67,67,67,2026-02-28 07:35:08.367033,1,489.39
68,68,68,68,2025-09-22 07:35:08.367069,4,861.9
69,69,69,69,2025-10-25 07:35:08.367108,2,336.75
70,70,70,70,2026-04-01 07:35:08.367144,4,322.86
71,71,71,71,2025-11-19 07:35:08.367180,3,287.31
72,72,72,72,2025-10-08 07:35:08.367216,3,980.13
73,73,73,73,2026-05-08 07:35:08.367254,3,878.94
74,74,74,74,2026-05-29 07:35:08.367291,4,378.46
75,75,75,75,2025-09-03 07:35:08.367327,1,66.78
76,76,76,76,2026-01-14 07:35:08.367365,4,133.8
77,77,77,77,2026-04-11 07:35:08.367404,4,623.34
78,78,78,78,2026-06-15 07:35:08.367444,2,435.54
79,79,79,79,2026-02-13 07:35:08.367480,2,130.86
80,80,80,80,2026-05-03 07:35:08.367516,3,17.28
81,81,81,81,2026-07-09 07:35:08.367554,5,601.8
82,82,82,82,2025-09-23 07:35:08.367592,2,455.75
83,83,83,83,2026-06-11 07:35:08.367628,1,809.91
84,84,84,84,2025-08-25 07:35:08.367664,3,410.76
85,85,85,85,2025-10-17 07:35:08.367703,5,744.02
86,86,86,86,2026-05-13 07:35:08.367740,4,163.1
87,87,87,87,2025-08-10 07:35:08.367780,3,487.53
88,88,88,88,2025-09-10 07:35:08.367816,1,287.5
89,89,89,89,2026-05-12 07:35:08.367854,5,363.58
90,90,90,90,2026-03-08 07:35:08.367890,5,231.26
91,91,91,91,2026-03-05 07:35:08.367925,3,157.7
92,92,92,92,2026-07-10 07:35:08.367961,4,418.34
93,93,93,93,2025-12-08 07:35:08.367998,3,208.47
94,94,94,94,2026-06-22 07:35:08.368037,5,1126.32
95,95,95,95,2026-05-14 07:35:08.368073,1,60.37
96,96,96,96,2026-03-13 07:35:08.368110,5,225.48
97,97,97,97,2026-01-16 07:35:08.368147,4,142.8
98,98,98,98,2026-06-18 07:35:08.370999,5,1437.84
99,99,99,99,2025-08-18 07:35:08.371054,5,459.79
100,100,100,100,2025-08-26 07:35:08.371099,2,729.26
101,101,101,101,2025-08-06 07:35:08.371137,5,325.31
102,102,102,102,2026-05-13 07:35:08.371174,1,948.72
103,103,103,103,2025-09-15 07:35:08.371213,2,907.95
104,104,104,104,2026-02-23 07:35:08.371250,4,378.67
105,105,105,105,2025-09-06 07:35:08.371287,4,805.24
106,106,106,106,2025-12-13 07:35:08.371326,3,82.2
107,107,107,107,2026-02-10 07:35:08.371363,2,23.81
108,108,108,108,2026-05-16 07:35:08.371400,5,37.71
109,109,109,109,2025-09-29 07:35:08.371440,5,126.84
110,110,110,110,2026-06-18 07:35:08.371480,5,365.76
111,111,111,111,2026-07-23 07:35:08.371517,3,31.33
112,112,112,112,2025-08-15 07:35:08.371555,4,547.89
113,113,113,113,2026-02-23 07:35:08.371591,5,62.94
114,114,114,114,2025-12-20 07:35:08.371627,4,1302.72
115,115,115,115,2026-04-30 07:35:08.371666,5,805.12
116,116,116,116,2026-02-01 07:35:08.371702,5,437.6
117,117,117,117,2026-04-02 07:35:08.371742,3,851.7
118,118,118,118,2026-02-21 07:35:08.371780,3,383.91
119,119,119,119,2025-08-10 07:35:08.371816,4,354.98
120,120,120,120,2026-06-28 07:35:08.371852,5,1452.33
121,121,121,121,2025-11-21 07:35:08.371891,1,239.76
122,122,122,122,2025-11-28 07:35:08.371928,5,84.44
123,123,123,123,2025-09-07 07:35:08.371965,5,343.25
124,124,124,124,2026-03-08 07:35:08.372003,1,178.72
125,125,125,125,2025-09-25 07:35:08.372040,3,277.89
126,126,126,126,2025-10-25 07:35:08.372075,3,642.39
127,127,127,127,2025-09-24 07:35:08.372112,2,450.82
128,128,128,128,2026-06-12 07:35:08.372148,1,477.14
129,129,129,129,2025-12-04 07:35:08.372185,4,326.46
130,130,130,130,2025-08-21 07:35:08.372225,4,67.68
131,131,131,131,2026-01-27 07:35:08.372262,5,64.34
132,132,132,132,2026-05-19 07:35:08.372297,2,609.03
133,133,133,133,2026-02-18 07:35:08.372336,2,467.84
134,134,134,134,2026-06-05 07:35:08.372374,4,728.1
135,135,135,135,2026-03-29 07:35:08.372412,1,736.26
136,136,136,136,2026-06-30 07:35:08.372448,2,329.73
137,137,137,137,2025-08-17 07:35:08.372484,3,1370.82
138,138,138,138,2025-10-18 07:35:08.372520,3,223.14
139,139,139,139,2025-08-30 07:35:08.372556,3,91.83
140,140,140,140,2025-11-02 07:35:08.372592,2,935.04
141,141,141,141,2025-11-29 07:35:08.372628,2,965.22
142,142,142,142,2025-12-30 07:35:08.372666,2,364.33
143,143,143,143,2026-03-08 07:35:08.372702,4,864.9
144,144,144,144,2026-04-27 07:35:08.372740,1,516.12
145,145,145,145,2026-05-21 07:35:08.372779,4,341.36
146,146,146,146,2025-08-11 07:35:08.372889,2,364.21
147,147,147,147,2026-04-10 07:35:08.372926,2,917.8
148,148,148,148,2026-06-20 07:35:08.372963,5,829.1
149,149,149,149,2026-06-02 07:35:08.373003,2,250.29
150,150,150,150,2026-02-24 07:35:08.373041,1,427.12
151,151,151,151,2026-07-15 07:35:08.373077,3,994.24
152,152,152,152,2025-08-27 07:35:08.373113,5,436.11
153,153,153,153,2025-10-26 07:35:08.373149,4,1141.59
154,154,154,154,2026-03-30 07:35:08.373187,2,406.64
155,155,155,155,2026-07-03 07:35:08.373223,2,95.04
156,156,156,156,2026-06-30 07:35:08.373261,5,1318.11
157,157,157,157,2026-05-16 07:35:08.373300,3,677.92
158,158,158,158,2026-01-14 07:35:08.373336,2,571.14
159,159,159,159,2025-09-25 07:35:08.373372,5,416.41
160,160,160,160,2026-06-01 07:35:08.373408,4,158.56
161,161,161,161,2025-11-11 07:35:08.373444,4,476.92
162,162,162,162,2025-10-08 07:35:08.373480,4,746.42
163,163,163,163,2025-09-06 07:35:08.373515,4,944.6
164,164,164,164,2025-08-23 07:35:08.373551,1,479.05
165,165,165,165,2025-09-19 07:35:08.373588,4,700.32
166,166,166,166,2025-08-20 07:35:08.373627,4,144.62
167,167,167,167,2025-12-08 07:35:08.373663,5,399.52
168,168,168,168,2025-08-06 07:35:08.373704,2,195.84
169,169,169,169,2025-08-15 07:35:08.373766,3,1354.86
170,170,170,170,2025-08-19 07:35:08.373806,5,313.3
171,171,171,171,2025-09-30 07:35:08.373842,4,448.34
172,172,172,172,2026-03-02 07:35:08.373877,2,1029.15
173,173,173,173,2025-12-16 07:35:08.373916,3,373.48
174,174,174,174,2026-01-15 07:35:08.373952,1,107.82
175,175,175,175,2026-06-29 07:35:08.373987,2,156.06
176,176,176,176,2026-02-26 07:35:08.374021,1,632.54
177,177,177,177,2026-01-09 07:35:08.374056,3,611.14
178,178,178,178,2026-04-30 07:35:08.374093,5,466.71
179,179,179,179,2026-05-14 07:35:08.374130,4,509.32
180,180,180,180,2025-09-30 07:35:08.374166,1,397.45
181,181,181,181,2025-11-08 07:35:08.374208,5,185.73
182,182,182,182,2026-06-02 07:35:08.374243,2,493.12
183,183,183,183,2026-07-09 07:35:08.374277,1,363.78
184,184,184,184,2026-04-04 07:35:08.374312,4,841.32
185,185,185,185,2026-03-11 07:35:08.374346,1,661.44
186,186,186,186,2026-01-12 07:35:08.374380,5,432.69
187,187,187,187,2026-02-25 07:35:08.374416,1,51.53
188,188,188,188,2026-03-06 07:35:08.374450,2,248.47
189,189,189,189,2025-12-31 07:35:08.374484,4,818.92
190,190,190,190,2025-10-15 07:35:08.374519,4,360.51
191,191,191,191,2026-06-09 07:35:08.374557,2,764.8
192,192,192,192,2025-09-11 07:35:08.374592,4,112.84
193,193,193,193,2026-03-04 07:35:08.374628,3,907.38
194,194,194,194,2026-02-17 07:35:08.374732,2,216.54
195,195,195,195,2026-03-11 07:35:08.374770,3,94.0
196,196,196,196,2026-01-09 07:35:08.374804,2,670.86
197,197,197,197,2025-12-08 07:35:08.374839,1,396.27
198,198,198,198,2026-03-25 07:35:08.374874,1,315.82
199,199,199,199,2026-06-22 07:35:08.374908,2,164.07
200,200,200,200,2026-06-16 07:35:08.374942,1,350.08
201,201,201,201,2026-04-13 07:35:08.374978,2,572.02
202,202,202,202,2026-03-27 07:35:08.375018,3,594.54
203,203,203,203,2026-04-26 07:35:08.375054,4,878.32
204,204,204,204,2026-05-25 07:35:08.375089,4,806.58
205,205,205,205,2026-01-09 07:35:08.375125,5,86.18
206,206,206,206,2025-10-30 07:35:08.375160,3,323.7
207,207,207,207,2026-07-03 07:35:08.375194,3,1389.21
208,208,208,208,2026-03-16 07:35:08.375229,1,476.98
209,209,209,209,2026-05-07 07:35:08.375266,3,260.28
210,210,210,210,2026-05-01 07:35:08.375300,1,389.49
211,211,211,211,2026-05-01 07:35:08.375335,2,870.15
212,212,212,212,2026-02-26 07:35:08.375373,5,233.81
213,213,213,213,2025-09-09 07:35:08.375411,1,933.74
214,214,214,214,2026-07-09 07:35:08.375452,2,1459.65
215,215,215,215,2026-04-01 07:35:08.375493,3,600.06
216,216,216,216,2026-06-06 07:35:08.375528,2,472.34
217,217,217,217,2026-05-12 07:35:08.375565,3,483.21
218,218,218,218,2025-08-19 07:35:08.375600,3,263.26
219,219,219,219,2026-04-09 07:35:08.375635,2,59.93
220,220,220,220,2026-05-27 07:35:08.375669,1,997.22
221,221,221,221,2026-04-27 07:35:08.375703,3,48.9
222,222,222,222,2026-01-16 07:35:08.375737,2,885.12
223,223,223,223,2025-11-16 07:35:08.375771,3,371.92
224,224,224,224,2026-03-27 07:35:08.375805,2,538.84
225,225,225,225,2026-01-29 07:35:08.375843,5,125.91
226,226,226,226,2025-09-26 07:35:08.375877,2,96.02
227,227,227,227,2025-10-04 07:35:08.375914,2,96.96
228,228,228,228,2025-12-20 07:35:08.375949,4,524.73
229,229,229,229,2025-08-13 07:35:08.375985,3,298.59
230,230,230,230,2025-11-19 07:35:08.376021,2,331.86
231,231,231,231,2026-02-02 07:35:08.376056,3,15.58
232,232,232,232,2025-11-28 07:35:08.376091,5,1326.21
233,233,233,233,2026-01-20 07:35:08.376126,2,413.85
234,234,234,234,2026-05-12 07:35:08.376167,1,471.8
235,235,235,235,2025-11-22 07:35:08.376202,2,126.4
236,236,236,236,2025-12-01 07:35:08.376238,1,45.22
237,237,237,237,2026-03-19 07:35:08.376272,4,887.78
238,238,238,238,2026-04-06 07:35:08.376307,5,178.46
239,239,239,239,2025-10-12 07:35:08.376343,5,48.69
240,240,240,240,2026-05-17 07:35:08.376378,5,96.8
241,241,241,241,2025-10-04 07:35:08.376481,5,469.0
242,242,242,242,2026-01-02 07:35:08.376516,3,783.96
243,243,243,243,2025-08-12 07:35:08.376553,2,312.94
244,244,244,244,2026-05-24 07:35:08.376587,3,1291.62
245,245,245,245,2026-01-21 07:35:08.376622,1,340.74
246,246,246,246,2026-07-15 07:35:08.376658,4,438.84
247,247,247,247,2026-05-02 07:35:08.376692,4,74.94
248,248,248,248,2026-04-09 07:35:08.376729,2,598.26
249,249,249,249,2026-02-25 07:35:08.376764,3,654.42
250,250,250,250,2025-09-23 07:35:08.376798,3,27.2
251,251,251,251,2026-03-30 07:35:08.376835,1,994.5
252,252,252,252,2025-10-06 07:35:08.376871,5,454.39
253,253,253,253,2026-05-27 07:35:08.376907,3,1272.78
254,254,254,254,2026-01-22 07:35:08.376942,3,1311.0
255,255,255,255,2026-07-04 07:35:08.376976,2,255.23
256,256,256,256,2026-05-02 07:35:08.377011,3,295.11
257,257,257,257,2025-12-24 07:35:08.377048,4,146.82
258,258,258,258,2026-04-07 07:35:08.377085,3,37.56
259,259,259,259,2025-11-05 07:35:08.377123,3,949.5
260,260,260,260,2025-10-03 07:35:08.377175,5,121.92
261,261,261,261,2026-07-21 07:35:08.377210,1,101.43
262,262,262,262,2026-06-10 07:35:08.377246,5,701.28
263,263,263,263,2026-03-19 07:35:08.377281,5,394.53
264,264,264,264,2025-10-11 07:35:08.377317,4,124.91
265,265,265,265,2026-07-11 07:35:08.377354,3,278.84
266,266,266,266,2025-09-16 07:35:08.377389,3,981.39
267,267,267,267,2026-05-07 07:35:08.377423,1,348.05
268,268,268,268,2026-07-17 07:35:08.377457,2,449.4
269,269,269,269,2026-02-08 07:35:08.377492,5,1306.44
270,270,270,270,2025-09-21 07:35:08.377529,1,341.38
271,271,271,271,2025-10-23 07:35:08.377563,4,256.08
272,272,272,272,2026-06-09 07:35:08.377599,4,329.74
273,273,273,273,2026-07-04 07:35:08.377636,2,222.72
274,274,274,274,2025-09-10 07:35:08.377670,3,173.22
275,275,275,275,2026-04-22 07:35:08.377705,2,373.83
276,276,276,276,2025-12-09 07:35:08.377741,5,1261.08
277,277,277,277,2026-05-27 07:35:08.377777,1,925.88
278,278,278,278,2026-03-03 07:35:08.377811,4,383.56
279,279,279,279,2026-03-05 07:35:08.377846,3,1076.46
280,280,280,280,2026-03-07 07:35:08.377883,4,245.38
281,281,281,281,2026-03-25 07:35:08.377918,2,377.59
282,282,282,282,2026-01-13 07:35:08.377954,2,1117.05
283,283,283,283,2026-04-19 07:35:08.377988,5,326.4
284,284,284,284,2025-11-10 07:35:08.378023,1,193.88
285,285,285,285,2025-09-29 07:35:08.378057,1,715.5
286,286,286,286,2025-12-31 07:35:08.378094,5,1436.76
287,287,287,287,2026-07-27 07:35:08.378128,1,461.55
288,288,288,288,2026-01-15 07:35:08.378164,3,1331.91
289,289,289,289,2026-06-12 07:35:08.378270,2,465.75
290,290,290,290,2025-08-14 07:35:08.378306,2,110.73
291,291,291,291,2026-01-14 07:35:08.378341,4,875.19
292,292,292,292,2026-01-29 07:35:08.378375,5,380.42
293,293,293,293,2026-01-12 07:35:08.378412,5,50.2
294,294,294,294,2025-10-11 07:35:08.378447,5,877.28
295,295,295,295,2025-09-19 07:35:08.378481,3,453.76
296,296,296,296,2025-10-07 07:35:08.378516,4,304.84
297,297,297,297,2025-08-10 07:35:08.378550,5,248.07
298,298,298,298,2026-05-24 07:35:08.378584,3,789.94
299,299,299,299,2026-03-19 07:35:08.378619,1,1267.44
300,300,300,300,2025-12-02 07:35:08.378655,2,908.18
301,301,301,301,2026-03-31 07:35:08.378691,5,163.11
302,302,302,302,2026-01-23 07:35:08.378726,2,29.81
303,303,303,303,2025-10-08 07:35:08.378760,5,506.37
304,304,304,304,2026-02-05 07:35:08.378797,4,388.8
305,305,305,305,2025-09-26 07:35:08.378831,1,442.8
306,306,306,306,2026-05-27 07:35:08.378865,5,898.47
307,307,307,307,2025-09-28 07:35:08.378899,5,409.65
308,308,308,308,2025-09-15 07:35:08.378934,5,833.76
309,309,309,309,2025-08-15 07:35:08.378973,4,63.2
310,310,310,310,2025-09-26 07:35:08.379012,5,378.67
311,311,311,311,2025-08-09 07:35:08.379047,5,396.88
312,312,312,312,2026-07-28 07:35:08.379113,5,630.72
313,313,313,313,2026-03-20 07:35:08.379155,5,124.46
314,314,314,314,2025-10-20 07:35:08.379194,4,788.12
315,315,315,315,2026-01-07 07:35:08.379230,3,1181.16
316,316,316,316,2026-04-09 07:35:08.379267,3,463.67
317,317,317,317,2026-07-26 07:35:08.379303,2,1420.2
318,318,318,318,2026-05-12 07:35:08.379337,1,680.54
319,319,319,319,2026-04-07 07:35:08.379372,5,279.3
320,320,320,320,2026-03-22 07:35:08.379407,5,769.65
321,321,321,321,2026-06-27 07:35:08.379441,4,707.25
322,322,322,322,2026-06-23 07:35:08.379476,5,150.77
323,323,323,323,2026-04-17 07:35:08.379510,2,371.19
324,324,324,324,2025-09-17 07:35:08.379546,3,26.5
325,325,325,325,2025-11-29 07:35:08.379582,5,377.58
326,326,326,326,2026-01-18 07:35:08.379616,5,164.67
327,327,327,327,2025-12-26 07:35:08.379652,2,959.36
328,328,328,328,2025-10-20 07:35:08.379686,4,244.0
329,329,329,329,2026-03-25 07:35:08.379721,5,1493.49
330,330,330,330,2025-10-18 07:35:08.379755,5,114.38
331,331,331,331,2026-01-31 07:35:08.379789,3,985.29
332,332,332,332,2025-10-12 07:35:08.379824,4,323.88
333,333,333,333,2025-10-04 07:35:08.379858,5,651.76
334,334,334,334,2025-10-24 07:35:08.379892,1,91.79
335,335,335,335,2026-05-25 07:35:08.379926,5,122.38
336,336,336,336,2025-10-28 07:35:08.379968,2,1404.24
337,337,337,337,2025-10-28 07:35:08.380073,2,323.37
338,338,338,338,2025-10-31 07:35:08.380109,1,1228.62
339,339,339,339,2026-01-10 07:35:08.380144,2,193.09
340,340,340,340,2025-11-01 07:35:08.380180,3,811.42
341,341,341,341,2026-05-15 07:35:08.380214,1,430.05
342,342,342,342,2025-12-28 07:35:08.380248,3,108.4
343,343,343,343,2026-01-17 07:35:08.380282,1,44.98
344,344,344,344,2026-02-22 07:35:08.380317,3,387.79
345,345,345,345,2025-09-10 07:35:08.380352,4,889.76
346,346,346,346,2026-01-22 07:35:08.380386,1,393.9
347,347,347,347,2026-02-19 07:35:08.380420,5,977.52
348,348,348,348,2025-08-09 07:35:08.380463,4,247.8
349,349,349,349,2025-10-27 07:35:08.380501,3,177.14
350,350,350,350,2026-01-14 07:35:08.380538,2,501.42
351,351,351,351,2026-05-01 07:35:08.380574,1,57.17
352,352,352,352,2025-09-24 07:35:08.380608,1,315.75
353,353,353,353,2026-07-02 07:35:08.380644,5,939.48
354,354,354,354,2025-08-29 07:35:08.380684,2,369.6
355,355,355,355,2026-04-30 07:35:08.380718,5,681.0
356,356,356,356,2025-09-10 07:35:08.380752,4,838.62
357,357,357,357,2026-03-08 07:35:08.380788,5,229.27
358,358,358,358,2025-10-20 07:35:08.380823,5,1164.15
359,359,359,359,2025-10-12 07:35:08.380858,4,397.29
360,360,360,360,2026-02-10 07:35:08.380893,3,314.38
361,361,361,361,2026-05-16 07:35:08.380933,3,478.02
362,362,362,362,2026-05-17 07:35:08.380967,2,514.64
363,363,363,363,2025-10-18 07:35:08.381003,2,511.78
364,364,364,364,2026-06-16 07:35:08.381038,1,421.41
365,365,365,365,2026-07-09 07:35:08.381072,2,493.95
366,366,366,366,2026-06-05 07:35:08.381106,3,928.2
367,367,367,367,2025-08-10 07:35:08.381141,1,755.34
368,368,368,368,2026-03-15 07:35:08.381175,3,36.01
369,369,369,369,2025-12-09 07:35:08.381209,5,1304.16
370,370,370,370,2026-04-02 07:35:08.381244,5,359.84
371,371,371,371,2025-11-07 07:35:08.381279,5,1348.86
372,372,372,372,2025-10-07 07:35:08.381315,5,690.27
373,373,373,373,2025-11-01 07:35:08.381354,1,331.55
374,374,374,374,2026-06-07 07:35:08.381389,2,375.35
375,375,375,375,2025-11-29 07:35:08.381423,2,369.45
376,376,376,376,2026-03-15 07:35:08.381457,4,90.26
377,377,377,377,2025-09-23 07:35:08.381491,4,1334.76
378,378,378,378,2025-11-08 07:35:08.381526,5,462.58
379,379,379,379,2025-12-07 07:35:08.381559,2,450.76
380,380,380,380,2025-08-09 07:35:08.381592,5,364.1
381,381,381,381,2026-06-15 07:35:08.381625,1,397.62
382,382,382,382,2025-08-28 07:35:08.381660,2,196.5
383,383,383,383,2025-09-16 07:35:08.381694,3,98.54
384,384,384,384,2026-06-21 07:35:08.381795,5,895.62
385,385,385,385,2025-08-24 07:35:08.381832,5,247.95
386,386,386,386,2025-10-08 07:35:08.381866,3,333.85
387,387,387,387,2026-02-13 07:35:08.381899,5,306.98
388,388,388,388,2026-03-21 07:35:08.381933,5,1042.32
389,389,389,389,2026-07-31 07:35:08.381967,1,443.0
390,390,390,390,2025-08-12 07:35:08.382003,3,569.2
391,391,391,391,2026-02-12 07:35:08.382037,3,612.18
392,392,392,392,2025-11-07 07:35:08.382108,3,709.83
393,393,393,393,2026-01-20 07:35:08.382154,5,485.11
394,394,394,394,2025-12-12 07:35:08.382192,3,212.8
395,395,395,395,2026-04-25 07:35:08.382232,3,515.88
396,396,396,396,2026-06-02 07:35:08.382267,1,55.82
397,397,397,397,2025-09-07 07:35:08.382305,2,750.64
398,398,398,398,2025-10-18 07:35:08.382340,5,87.17
399,399,399,399,2025-10-28 07:35:08.382378,4,93.92
400,400,400,400,2026-02-11 07:35:08.382413,2,606.12
401,401,401,401,2026-05-19 07:35:08.382452,5,324.18
402,402,402,402,2025-12-07 07:35:08.382488,2,49.66
403,403,403,403,2025-10-02 07:35:08.382522,4,328.23
404,404,404,404,2025-10-14 07:35:08.382555,3,1226.46
405,405,405,405,2026-05-02 07:35:08.382588,3,604.16
406,406,406,406,2025-10-07 07:35:08.382624,1,333.48
407,407,407,407,2026-02-26 07:35:08.382659,4,1031.82
408,408,408,408,2026-01-29 07:35:08.382693,1,81.16
409,409,409,409,2026-05-21 07:35:08.382731,2,590.91
410,410,410,410,2025-08-29 07:35:08.382764,4,45.16
411,411,411,411,2026-01-16 07:35:08.382799,3,232.65
412,412,412,412,2025-10-14 07:35:08.382833,4,633.93
413,413,413,413,2026-06-16 07:35:08.382869,2,475.64
414,414,414,414,2025-12-03 07:35:08.382905,5,1358.28
415,415,415,415,2026-07-05 07:35:08.382939,3,120.27
416,416,416,416,2026-07-24 07:35:08.382974,1,224.82
417,417,417,417,2026-05-18 07:35:08.383009,5,98.6
418,418,418,418,2026-06-02 07:35:08.383045,1,369.84
419,419,419,419,2025-12-21 07:35:08.383078,1,711.5
420,420,420,420,2026-03-14 07:35:08.383113,3,644.68
421,421,421,421,2025-08-21 07:35:08.383150,1,264.78
422,422,422,422,2026-06-14 07:35:08.383185,1,446.46
423,423,423,423,2026-04-28 07:35:08.383219,3,388.44
424,424,424,424,2026-01-17 07:35:08.383254,4,178.72
425,425,425,425,2025-12-23 07:35:08.383288,2,292.32
426,426,426,426,2026-05-16 07:35:08.383321,1,366.5
427,427,427,427,2026-06-26 07:35:08.383356,5,470.56
428,428,428,428,2026-06-15 07:35:08.383390,3,475.17
429,429,429,429,2025-08-13 07:35:08.383427,3,207.18
430,430,430,430,2026-07-23 07:35:08.383461,1,81.74
431,431,431,431,2026-05-20 07:35:08.383494,4,1119.36
432,432,432,432,2025-12-10 07:35:08.383596,5,320.0
433,433,433,433,2025-10-10 07:35:08.383632,5,218.84
434,434,434,434,2026-05-08 07:35:08.383667,4,381.2
435,435,435,435,2026-06-16 07:35:08.383700,5,882.04
436,436,436,436,2025-09-29 07:35:08.383734,2,635.7
437,437,437,437,2026-06-13 07:35:08.383767,5,566.56
438,438,438,438,2025-11-19 07:35:08.383800,2,104.92
439,439,439,439,2026-07-05 07:35:08.383833,5,312.24
440,440,440,440,2026-04-05 07:35:08.383868,1,339.46
441,441,441,441,2026-05-18 07:35:08.383903,2,722.37
442,442,442,442,2026-07-01 07:35:08.383937,3,109.08
443,443,443,443,2026-04-05 07:35:08.383970,1,173.66
444,444,444,444,2025-10-08 07:35:08.384003,2,659.31
445,445,445,445,2026-06-11 07:35:08.384038,4,437.18
446,446,446,446,2026-02-25 07:35:08.384073,2,464.82
447,447,447,447,2025-09-10 07:35:08.384107,1,1191.09
448,448,448,448,2025-09-17 07:35:08.384140,3,1420.77
449,449,449,449,2025-10-18 07:35:08.384173,1,940.14
450,450,450,450,2025-11-16 07:35:08.384209,4,225.6
451,451,451,451,2025-08-21 07:35:08.384243,1,270.63
452,452,452,452,2025-11-07 07:35:08.384278,1,290.42
453,453,453,453,2025-09-04 07:35:08.384311,3,81.7
454,454,454,454,2026-04-06 07:35:08.384344,4,575.9
455,455,455,455,2025-08-24 07:35:08.384382,2,99.32
456,456,456,456,2026-05-17 07:35:08.384416,3,221.06
457,457,457,457,2025-10-25 07:35:08.384453,5,948.84
458,458,458,458,2025-11-28 07:35:08.384491,1,454.37
459,459,459,459,2025-10-06 07:35:08.384524,5,55.32
460,460,460,460,2026-07-03 07:35:08.384557,3,210.56
461,461,461,461,2025-12-31 07:35:08.384591,4,977.98
462,462,462,462,2026-01-20 07:35:08.384625,1,158.58
463,463,463,463,2026-02-27 07:35:08.384660,5,835.64
